"Event Date/Time","Agent Name","Hostname","Agent Type","IP Address","Event Type","Description","Severity","Event Priority","Disposition","Agent Version","OS Version","Event Count","Event Duration","Post Date/Time","Rule Name","User Name","Domain Name","Policy Overridden","Operation","Resource","Process","Process Publisher","Process Signature"
"13-May-2021 14:09:20 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Detection Status","IA_0023: Symantec IDS Service has started","Information","0","","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","IA_0023","","","","","","Main Module","",""
"13-May-2021 14:09:19 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SPOOLSV.EXE on \Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:04 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","C:\WINDOWS\SYSTEM32\SPOOLSV.EXE","","Microsoft OS Component"
"13-May-2021 14:09:19 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\IdleService","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:04 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\IdleService","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:19 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\MpsSvc\Parameters\AppCs","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:04 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Services\MpsSvc\Parameters\AppCs","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Terminal Server\RCM","Warning","45","Denied","6.5.0.470","Windows","3","     00:00:00","13-May-2021 14:10:04 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Terminal Server\RCM","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Control\Terminal Server\RCM","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:04 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Control\Terminal Server\RCM","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:04 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 14:09:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 01:05:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 14:10:03 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 01:05:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","","NT AUTHORITY\NETWORK SERVICE","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\Software\Microsoft\Windows\CurrentVersion\CEIPRole\RolesInWER","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 01:05:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\Requests","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 14:10:03 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\Requests","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 01:05:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for WMIPRVSE.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\ServerComponentCache","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\ServerManager\ServicingStorage\ServerComponentCache","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 01:05:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for TASKHOSTW.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","Warning","45","Denied","6.5.0.470","Windows","8","     00:00:00","13-May-2021 14:10:03 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE","","Microsoft OS Component"
"13-May-2021 01:05:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for TASKHOSTW.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 14:10:03 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\TPM\WMI\Admin","C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE","","Microsoft OS Component"
"13-May-2021 00:43:59 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MPCMDRUN.EXE on C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-8e2d4c03.exe","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:44:01 EDT",":i.IE","NT AUTHORITY\NETWORK SERVICE","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-8e2d4c03.exe","C:\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE","","Microsoft Signed "
"13-May-2021 00:26:33 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (GOOGLEUPDATE.EXE) on (C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:26:36 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:25:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","3","     00:00:45","13-May-2021 00:26:36 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:25:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:25:51 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:15:57 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MPCMDRUN.EXE on C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-9a657fdb.exe","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:16:00 EDT",":i.IE","NT AUTHORITY\NETWORK SERVICE","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-9a657fdb.exe","C:\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE","","Microsoft Signed "
"13-May-2021 00:14:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","13-May-2021 00:15:20 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"13-May-2021 00:14:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:14:19 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"13-May-2021 00:14:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:14:19 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 00:12:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:13:55 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 00:12:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:12:54 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 00:11:44 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (GOOGLEUPDATE.EXE) on (C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:11:45 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:11:44 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:11:45 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:11:44 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:11:45 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:11:27 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","3","     00:00:00","13-May-2021 00:11:45 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"13-May-2021 00:11:27 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:11:29 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"13-May-2021 00:10:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:11:29 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:10:48 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:10:51 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:10:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:10:51 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:10:18 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:10:20 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"13-May-2021 00:08:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","58","     00:00:00","13-May-2021 00:09:20 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 00:08:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:08:19 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 00:07:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:08:19 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 00:07:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:07:55 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KAHints","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"13-May-2021 00:07:04 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Disk space status is Green. Disk space for < Primary Data >,  < Real-Time Events >,  < Analysis/Profile Events >,  < Events Index >,  < Cache >,  < DB Transaction Log > is not available","Information","10","","6.5.0.470","Windows","1","","13-May-2021 00:07:04 EDT","Free Database Disk Space Alert","","","Virtual Agent","FREE DATABASE DISK SPACE","","SCSP Database service","",""
"13-May-2021 00:06:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Assignment","Process Assignment for CMD.EXE to deny_ps","Warning","45","","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:06:54 EDT","Programs that services should not execute:i.RA","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","create","C:\Windows\system32\cmd.exe /d /c C:\Windows\system32\silcollector.cmd configure","C:\WINDOWS\SYSTEM32\CMD.EXE","","Microsoft OS Component"
"13-May-2021 00:06:49 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Assignment","Process Assignment for CMD.EXE to deny_ps","Warning","45","","6.5.0.470","Windows","1","","13-May-2021 00:06:50 EDT","","NT AUTHORITY\SYSTEM","","","Execute","","C:\WINDOWS\SYSTEM32\CMD.EXE","","Unsigned"
"13-May-2021 00:06:30 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for VMTOOLSD.EXE on \Registry\Machine\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:06:32 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtOpenKey","\Registry\Machine\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Perflib","C:\PROGRAM FILES\VMWARE\VMWARE TOOLS\VMTOOLSD.EXE","VMware, Inc.","Signed and Trusted "
"13-May-2021 00:06:13 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","180","     00:00:03","13-May-2021 00:06:32 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 00:06:13 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:06:19 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"13-May-2021 00:06:12 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SPOOLSV.EXE on \REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Control\WMI\AutoLogger\SpoolerLogger","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","13-May-2021 00:06:19 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SYSTEM\CurrentControlSet\Control\WMI\AutoLogger\SpoolerLogger","C:\WINDOWS\SYSTEM32\SPOOLSV.EXE","","Microsoft OS Component"
"13-May-2021 00:06:12 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SPOOLSV.EXE on \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Print","Warning","45","Denied","6.5.0.470","Windows","1","","13-May-2021 00:06:19 EDT","","NT AUTHORITY\SYSTEM","","Default Policy Rule Processed, Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Print","C:\WINDOWS\SYSTEM32\SPOOLSV.EXE","","Microsoft OS Component"
"13-May-2021 00:06:03 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Startup SCSP Front-End Service on dcs26 (192.168.66.27)","Information","1","","6.5.0.470","Windows","1","","13-May-2021 00:06:03 EDT","Startup SCSP Front-End Service","","","Virtual Agent","STARTUP","","SDCSS Service","",""
"13-May-2021 00:06:02 EDT","SDCSS Manager (DCS26)","dcs26","CSP Manager","192.168.66.27","Server Status","Alert System Control established on dcs26 (192.168.66.27)","Information","1","","6.5.0.470","Windows","1","","13-May-2021 00:06:02 EDT","Alert Control","","","Virtual Agent","ALERT CONTROL","","SDCSS Service","",""
